"nigel_abc14c1_agt","pressure","1","0","1","0","\b(maneje[ns]? las? situacion(es)? con( much[ao])? (cuidado|sigilo|prudencia|delicadeza))\b","SAP GUI - Transaccion extrangera","manejes la situacion con cuidado","te aconsejo que manejes la situacion con cuidado"
"niles_1011jcl_agt","opportunity","1","1","0","0","\b((met(er|ele|anle)( mucho| mas| bastante)? ruido))\b","Microsoft Word - Resumen de incidencias.docx","meter mas ruido","puede usar la estrategia de meter mas ruido para desviar la atencion de lo nuestro"
"niles_1011jcl_agt","opportunity","1","1","0","0","\b(que( se)? parezcan?( un)? error(es)?)\b","Microsoft Word - Carta secretaria.docx","que parezca un error","y se puede hacer de tal forma que parezca un error y si algo pasa nos excusamos y lo corregimos"
"niles_1011jcl_agt","opportunity","1","1","0","0","\b(cierren? la (boca|jeta))\b","Microsoft Outlook - Redactar correo","cierre la boca","necesito que cierre la boca para poder encargarme del procedimiento sin tener ningun problema en el departamento"
"niles_1011jcl_agt","opportunity","1","1","0","0","\b(comision(es)? por( el| los| sus)? (servicios?|contratos?|favor(es)?))\b","Microsoft Excel - Estados financieros.xlsx","comision por el servicio","luego le pedimos una comision por el servicio prestado"
"niles_1011jcl_agt","opportunity","1","1","0","0","\b((tragaron|trago)( todo)? el cuento)\b","Microsoft PowerPoint - Presentación junta directiva.pptx","tragaron todo el cuento","despues de que me preguntaron les explique y se tragaron todo el cuento"
"niles_1011jcl_agt","opportunity","1","1","0","0","\b((mover|poner) el billete)\b","Microsoft Word - Carta aumento de salario.docx","mover el billete","cuando tengamos la oportunidad de mover el billete lo hacemos a una cuenta que abri en el exterior"
"niles_1011jcl_agt","opportunity","1","1","0","0","\b((trabaj(o|ito|ote)s?) especial(es)?)\b","Microsoft Project - Cronograma proyecto SAP.mpp","trabajo especial","le tengo un trabajo especial es una oportunidad unica y muy importante para usted"
"niles_1011jcl_agt","opportunity","1","1","0","0","\b(queda entre (nosotr[oa]s|vos yo|tu yo))\b","Skype Business - Conversacion con Noel Medina","eso queda entre nosotros","hagale tranquilo que yo le prometo que eso queda entre nosotros y nadie mas"
"niles_1011jcl_agt","opportunity","1","1","0","0","\b(cualquiera se( puede)? equivocar?)\b","WhatsApp Web - Chat con Luisa Miranda","cualquiera se puede equivocar","si preguntan sobre el descuadre te haces la loca y dices que cualquiera se puede equivocar"
"niles_1011jcl_agt","opportunity","1","1","0","0","\b((creyeron|creyo|trag(o|aron))( toda)? las? historias?)\b","Gmail Inbox - Bandeja de correo no deseado","se creyeron toda la historia","me preguntaron de eso y yo creo que se creyeron toda la historia"
"niles_1011jcl_agt","opportunity","1","1","0","0","\b((evita(r|ndo)|evadi(r|endo)|salta(r|ndo)|brinca(r|ndo))( los| el)? control(es)?)\b","Google Search - Como desprestigiar a mi jefe","evadir los controles","es muy simple evadir los controles que colocaron"
"niles_1011jcl_agt","rationalization","1","0","0","1","\b(es[ae] (plata|platica|dinero)( me| nos)? cae bien)\b","Microsoft Excel - Estados financieros.xlsx","esa plata nos cae bien","despues de revisar bajo ese concepto esa plata nos cae bien a todos"
"niles_1011jcl_agt","rationalization","1","0","0","1","\b((merezco|merecemos) mucho mas)\b","Microsoft PowerPoint - Presentación junta directiva.pptx","merezco mucho mas","a la junta directiva le hago saber que yo merezco mucho mas de lo que me pagan ahora"
"niles_1011jcl_agt","rationalization","1","0","0","1","\b(sali(r|mos|endo) de la (ruina|quiebra|pobreza|miseria))\b","Microsoft Word - Carta aumento de salario.docx","salir de la ruina","les solicito un aumento de salario con el fin de salir de la ruina"
"lurch_t021ycp_agt","pressure","1","0","1","0","\b(vacaciones( son| son muy)? (costosas|caras))\b","Skype Business - Conversacion con Maria Cifuentes","vacaciones muy costosas","las que quiero son vacaciones muy costosas y tengo que pensarlo muy bien"
"lurch_t021ycp_agt","pressure","1","0","1","0","\b((el|l[oa]s?) auditor(ia|[ea]s?)?( me| nos| le)? estan?( respirando)? (encima|en el cuello))\b","Skype Business - Conversacion con Noel Medina","el auditor esta encima","cuidado que el auditor esta encima de mi"
"lurch_t021ycp_agt","pressure","1","0","1","0","\b((mi|la) situacion es(ta)? (critica|dificil|dura|imposible))\b","Google Search - Como borrar archivos definitivamente","mi situacion es critica","debo averiguarlo rapido porque mi situacion es critica"
"lurch_t021ycp_agt","pressure","1","0","1","0","\b((cumple|cumpli[ro]|cumplieron) dentro (del|los) plazos?)\b","Microsoft Word - Listado de proveedores ultimo semestre.docx","cumplir dentro del plazo","tengo que hacerlo porque hay que cumplir dentro del plazo"
"lurch_t021ycp_agt","pressure","1","0","1","0","\b(l[oa]s? necesito como sea)\b","Google Search - Como ganar mas dinero facil y rapido","lo necesito como sea","estoy investigando maneras de ganar dinero rapido y ese truco lo necesito como sea"
"lurch_t021ycp_agt","pressure","1","0","1","0","\b(vigilan (el|los) tiempos?)\b","Skype Business - Chat con Julio Andres Monsalve","vigilan el tiempo","hay que tener mucho cuidado porque supe que aqui vigilan el tiempo y lo pueden descubrir haciendo cosas"
"lurch_t021ycp_agt","pressure","1","0","1","0","\b(conflictos? de interes(es)?)\b","WhatsApp Web - Chat con Felipe Andres Zuniga","conflicto de intereses","se puede hacer lo que me estas diciendo pero eso me generaria un conflicto de intereses aqui"
"lurch_t021ycp_agt","pressure","1","0","1","0","\b((anadir(le)?|poner(le)?|agregar(le)?)( mas)? lena al fuego)\b","Microsoft Outlook - Bandeja de entrada","meterle mas lena al fuego","eso seria como meterle mas lena al fuego deje eso quieto no diga nada"
"lurch_t021ycp_agt","pressure","1","0","1","0","\b(estan? (espiando|esculcando))\b","Microsoft Project - Cronograma ajustado proyecto Azul.mpp","estan espiando","los directores del proyecto estan espiando a los trabajadores para ver lo que hacen"
"lurch_t021ycp_agt","opportunity","1","1","0","0","\b((met(er|ele|anle)( mucho| mas| bastante)? ruido))\b","Microsoft Word - Resumen de incidencias.docx","meter mas ruido","puede usar la estrategia de meter mas ruido para desviar la atencion de lo nuestro"
"lurch_t021ycp_agt","opportunity","1","1","0","0","\b(que( se)? parezcan?( un)? error(es)?)\b","Microsoft Word - Carta secretaria.docx","que parezca un error","y se puede hacer de tal forma que parezca un error y si algo pasa nos excusamos y lo corregimos"
"lurch_t021ycp_agt","opportunity","1","1","0","0","\b(cierren? la (boca|jeta))\b","Microsoft Outlook - Redactar correo","cierre la boca","necesito que cierre la boca para poder encargarme del procedimiento sin tener ningun problema en el departamento"
"lurch_t021ycp_agt","opportunity","1","1","0","0","\b(comision(es)? por( el| los| sus)? (servicios?|contratos?|favor(es)?))\b","Microsoft Excel - Estados financieros.xlsx","comision por el servicio","luego le pedimos una comision por el servicio prestado"
"lurch_t021ycp_agt","opportunity","1","1","0","0","\b((tragaron|trago)( todo)? el cuento)\b","Microsoft PowerPoint - Presentación junta directiva.pptx","tragaron todo el cuento","despues de que me preguntaron les explique y se tragaron todo el cuento"
"lurch_t021ycp_agt","rationalization","1","0","0","1","\b(derecho (las?|unas?) indemnizacion(es)?)\b","WhatsApp Web - Chat con Luisa Miranda","derecho a la indemnizacion","les pienso decir que yo tengo derecho a la indemnizacion o me llevo los insumos"
"lurch_t021ycp_agt","rationalization","1","0","0","1","\b((poco|nada) etic[oa]s?)\b","Gmail Inbox - Bandeja de correo no deseado","poco eticos","las personas que trabajan aqui son poco eticas y nadie les dice nada a mi que no me vengan a decir algo"
"lurch_t021ycp_agt","rationalization","1","0","0","1","\b((hay|tienen?) que (avispar(se)?|ser avispad[oa]s?))\b","Google Search - Como desprestigiar a mi jefe","hay que avisparse","en este mundo hay que avisparse porque el vivo vive del bobo hoy en dia"
"lurch_t021ycp_agt","rationalization","1","0","0","1","\b(abuso de (poder|autoridad))\b","Google Search - Como hackear un correo electronico","abuso de poder","lo unico que hay en esta empresa es un abuso de poder exagerado contra todos nosotros"
"lurch_t021ycp_agt","rationalization","1","0","0","1","\b(nadie se va( dar)? (cuenta|enterar))\b","Skype Business - Conversacion con Maria Cifuentes","nadie se va a dar cuenta","ademas no importa por que nadie se va a dar cuenta del faltante tan rapido"
"lurch_t021ycp_agt","rationalization","1","0","0","1","\b((nadie|quien(es)?) les? importa)\b","Microsoft Word - Modulares defectuosos.docx","nadie le importa","proceda de esa manera a nadie le importa que los modulares salgan defectuosos de fabrica"
"lurch_t021ycp_agt","rationalization","1","0","0","1","\b((ell[oa]s?|el) tambien roban?)\b","Skype Business - Conversacion con Noel Medina","ella tambien roba","no tienen el derecho y no me pueden decir nada porque ella tambien roba desde que entro"
"lurch_t021ycp_agt","rationalization","1","0","0","1","\b(por una buena causa)\b","Google Search - Como borrar archivos definitivamente","por una buena causa","necesito borrar definitivamente unos archivos de forma segura y es por una buena causa"
"lurch_t021ycp_agt","rationalization","1","0","0","1","\b(sali(r|mos|endo) de la (ruina|quiebra|pobreza|miseria))\b","Microsoft Word - Listado de proveedores ultimo semestre.docx","salimos de la pobreza","vamos a ver si asi salimos de la pobreza"
"lurch_t021ycp_agt","rationalization","1","0","0","1","\b(he trabajado (muy|demasiado|supremamente) duro)\b","Google Search - Como ganar mas dinero facil y rapido","he trabajado supremamente duro","he trabajado supremamente duro y no veo el dinero realmente"
"lurch_t021ycp_agt","rationalization","1","0","0","1","\b((ajust[oa]|complet[oa])( para)? (el|la) (mercado|arriendo|pension|matricula|cuota))\b","Gmail Inbox - Elementos enviados","completo para el arriendo","con eso que saco completo para el arriendo"
"eleanor_1114c3_agt","pressure","1","0","1","0","\b(maneje[ns]? las? situacion(es)? con( much[ao])? (cuidado|sigilo|prudencia|delicadeza))\b","SAP GUI - Transaccion extrangera","manejes la situacion con cuidado","te aconsejo que manejes la situacion con cuidado"
"eleanor_1114c3_agt","pressure","1","0","1","0","\b(dificultad(es)? (economicas?|financieras?))\b","Skype Business - Conversacion con Luis Salazar","dificultades economicas","he tenido muchas dificultades economicas este mes y estoy muy triste por eso"
"eleanor_1114c3_agt","pressure","1","0","1","0","\b((tension|crisis) en la empresa)\b","Microsoft PowerPoint - Presentacion estado del proyecto SAP.pptx","tension en la empresa","todos estamos bajo tension en la empresa y eso me tiene muy preocupado"
"eleanor_1114c3_agt","pressure","1","0","1","0","\b(dejese (querer|regalar|consentir))\b","Microsoft Project - Proyecto construccion casa.mpp","dejese querer","no se niegue dejese querer que le quiero dar un detalle en agradecimiento por el favor que me hizo"
"eleanor_1114c3_agt","pressure","1","0","1","0","\b(no alcanza( ni)? para( el| la| los| un(os)?)? (almuerzos?|comidas?|gaseosas?|dulces?))\b","Microsoft Excel - Estados financieros.xlsx","no alcanza para la gaseosa","lo que puedo sacar no alcanza para la gaseosa"
"eleanor_1114c3_agt","pressure","1","0","1","0","\b(cuanto (vale|valia) (su|mi) silencio)\b","Skype Business - Conversacion con Noel Medina","cuanto vale su silencio","digame cuanto vale su silencio y hacemos el procedimiento que le vengo diciendo"
"eleanor_1114c3_agt","pressure","1","0","1","0","\b((usted(es)?|el|ell[ao]s?) (no|nunca) (saben?|sup(e|o|ieron)) nada)\b","WhatsApp Web - Chat con Luisa Miranda","usted no sabe nada","si le preguntan cualquier cosa dice que usted no sabe nada de eso"
"eleanor_1114c3_agt","pressure","1","0","1","0","\b((evita(r|ndo)|evadi(r|endo)|enganar) (las?|el|al) auditor(ias?|as?)?)\b","Gmail Inbox - Bandeja de correo no deseado","evadir la auditoria","vamos a ver si es posible evadir la auditoria del martes"
"eleanor_1114c3_agt","pressure","1","0","1","0","\b(estoy bajo( muchas?)? (presion(es)?|tension(es)?))\b","Google Search - Como desprestigiar a mi jefe","estoy bajo mucha presion","necesito hacerlo porque estoy bajo mucha presion en este puesto de trabajo"
"eleanor_1114c3_agt","pressure","1","0","1","0","\b((nos|me|l[oa]s?) tienen (chuzad[oa]s?|vigilad[oa]s?))\b","Google Search - Como hackear un correo electronico","me tienen chuzado","como averiguo si me tienen chuzado porque tengo muchas sospechas de eso"
"eleanor_1114c3_agt","pressure","1","0","1","0","\b(vacaciones( son| son muy)? (costosas|caras))\b","Skype Business - Conversacion con Maria Cifuentes","vacaciones muy costosas","las que quiero son vacaciones muy costosas y tengo que pensarlo muy bien"
"eleanor_1114c3_agt","pressure","1","0","1","0","\b((el|l[oa]s?) auditor(ia|[ea]s?)?( me| nos| le)? estan?( respirando)? (encima|en el cuello))\b","Skype Business - Conversacion con Noel Medina","el auditor esta encima","cuidado que el auditor esta encima de mi"
"eleanor_1114c3_agt","pressure","1","0","1","0","\b((mi|la) situacion es(ta)? (critica|dificil|dura|imposible))\b","Google Search - Como borrar archivos definitivamente","mi situacion es critica","debo averiguarlo rapido porque mi situacion es critica"
"eleanor_1114c3_agt","pressure","1","0","1","0","\b((cumple|cumpli[ro]|cumplieron) dentro (del|los) plazos?)\b","Microsoft Word - Listado de proveedores ultimo semestre.docx","cumplir dentro del plazo","tengo que hacerlo porque hay que cumplir dentro del plazo"
"eleanor_1114c3_agt","pressure","1","0","1","0","\b(l[oa]s? necesito como sea)\b","Google Search - Como ganar mas dinero facil y rapido","lo necesito como sea","estoy investigando maneras de ganar dinero rapido y ese truco lo necesito como sea"
"eleanor_1114c3_agt","pressure","1","0","1","0","\b(vigilan (el|los) tiempos?)\b","Skype Business - Chat con Julio Andres Monsalve","vigilan el tiempo","hay que tener mucho cuidado porque supe que aqui vigilan el tiempo y lo pueden descubrir haciendo cosas"
"eleanor_1114c3_agt","pressure","1","0","1","0","\b(conflictos? de interes(es)?)\b","WhatsApp Web - Chat con Felipe Andres Zuniga","conflicto de intereses","se puede hacer lo que me estas diciendo pero eso me generaria un conflicto de intereses aqui"
"eleanor_1114c3_agt","opportunity","1","1","0","0","\b((trabaj(o|ito|ote)s?) especial(es)?)\b","Microsoft Word - Modulares defectuosos.docx","trabajito especial","veamonos a la salida por la tarde que le tengo una propuesta de un trabajito especial"
"eleanor_1114c3_agt","opportunity","1","1","0","0","\b(que( se)? parezcan?( un)? error(es)?)\b","Skype Business - Conversacion con Noel Medina","que parezcan errores","lo haces de tal forma que parezcan errores de digitacion simples y te haces el loco"
"eleanor_1114c3_agt","opportunity","1","1","0","0","\b((desaparecer|desaparezca(mos|n)?) (los|el) (papel(es)?|documentos?))\b","Google Search - Como borrar archivos definitivamente","desaparezcan los documentos","hacer que desaparezcan los documentos"
"eleanor_1114c3_agt","rationalization","1","0","0","1","\b((compens(ar|o|an?)|indemniza[nr]) (las?|el|los) (perdidas?|descuadres?|abusos?|salarios?))\b","Skype Business - Conversacion con Noel Medina","compensar la perdida","hay que compensar la perdida"
"eleanor_1114c3_agt","rationalization","1","0","0","1","\b(derecho (las?|unas?) indemnizacion(es)?)\b","WhatsApp Web - Chat con Luisa Miranda","derecho a la indemnizacion","les pienso decir que yo tengo derecho a la indemnizacion o me llevo los insumos"
"eleanor_1114c3_agt","rationalization","1","0","0","1","\b((poco|nada) etic[oa]s?)\b","Gmail Inbox - Bandeja de correo no deseado","poco eticos","las personas que trabajan aqui son poco eticas y nadie les dice nada a mi que no me vengan a decir algo"
"eleanor_1114c3_agt","rationalization","1","0","0","1","\b((hay|tienen?) que (avispar(se)?|ser avispad[oa]s?))\b","Google Search - Como desprestigiar a mi jefe","hay que avisparse","en este mundo hay que avisparse porque el vivo vive del bobo hoy en dia"
"eleanor_1114c3_agt","rationalization","1","0","0","1","\b(abuso de (poder|autoridad))\b","Google Search - Como hackear un correo electronico","abuso de poder","lo unico que hay en esta empresa es un abuso de poder exagerado contra todos nosotros"
"gordon_bbb94cc_agt","pressure","1","0","1","0","\b((evita(r|ndo)|evadi(r|endo)|enganar) (las?|el|al) auditor(ias?|as?)?)\b","Gmail Inbox - Bandeja de correo no deseado","evadir la auditoria","vamos a ver si es posible evadir la auditoria del martes"
"gordon_bbb94cc_agt","pressure","1","0","1","0","\b(estoy bajo( muchas?)? (presion(es)?|tension(es)?))\b","Google Search - Como desprestigiar a mi jefe","estoy bajo mucha presion","necesito hacerlo porque estoy bajo mucha presion en este puesto de trabajo"
"gordon_bbb94cc_agt","pressure","1","0","1","0","\b((nos|me|l[oa]s?) tienen (chuzad[oa]s?|vigilad[oa]s?))\b","Google Search - Como hackear un correo electronico","me tienen chuzado","como averiguo si me tienen chuzado porque tengo muchas sospechas de eso"
"gordon_bbb94cc_agt","pressure","1","0","1","0","\b(vacaciones( son| son muy)? (costosas|caras))\b","Skype Business - Conversacion con Maria Cifuentes","vacaciones muy costosas","las que quiero son vacaciones muy costosas y tengo que pensarlo muy bien"
"gordon_bbb94cc_agt","pressure","1","0","1","0","\b((el|l[oa]s?) auditor(ia|[ea]s?)?( me| nos| le)? estan?( respirando)? (encima|en el cuello))\b","Skype Business - Conversacion con Noel Medina","el auditor esta encima","cuidado que el auditor esta encima de mi"
"gordon_bbb94cc_agt","pressure","1","0","1","0","\b((mi|la) situacion es(ta)? (critica|dificil|dura|imposible))\b","Google Search - Como borrar archivos definitivamente","mi situacion es critica","debo averiguarlo rapido porque mi situacion es critica"
"gordon_bbb94cc_agt","pressure","1","0","1","0","\b((cumple|cumpli[ro]|cumplieron) dentro (del|los) plazos?)\b","Microsoft Word - Listado de proveedores ultimo semestre.docx","cumplir dentro del plazo","tengo que hacerlo porque hay que cumplir dentro del plazo"
"gordon_bbb94cc_agt","opportunity","1","1","0","0","\b(mantener(lo)? en secreto)\b","Microsoft PowerPoint - Presentacion estado del proyecto SAP.pptx","mantenerlo en secreto", "despues de hacerlo hay que mentenerlo en secreto para evitar problemas a futuro"
"gordon_bbb94cc_agt","opportunity","1","1","0","0","\b(ganancias? extraordinarias?)\b","WhatsApp Web - Chat con Felipe Morales","ganancias extraordinarias","si lo piensas bien eso generaria unas ganancias extraordinarias aparte del ingreso que tienes"
"gordon_bbb94cc_agt","opportunity","1","1","0","0","\b(coman?( pero)? callados?)\b","Microsoft Project - Proyecto construccion casa.mpp","coma callado","aqui detallo los excedentes que se perdieron pero coma callado y no diga el sitio donde se encuentran"
"gordon_bbb94cc_agt","opportunity","1","1","0","0","\b((met(er|ele|anle)( mucho| mas| bastante)? ruido))\b","Microsoft Word - Resumen de incidencias.docx","meter mas ruido","puede usar la estrategia de meter mas ruido para desviar la atencion de lo nuestro"
"gordon_bbb94cc_agt","opportunity","1","1","0","0","\b(que( se)? parezcan?( un)? error(es)?)\b","Microsoft Word - Carta secretaria.docx","que parezca un error","y se puede hacer de tal forma que parezca un error y si algo pasa nos excusamos y lo corregimos"
"gordon_bbb94cc_agt","opportunity","1","1","0","0","\b(cierren? la (boca|jeta))\b","Microsoft Outlook - Redactar correo","cierre la boca","necesito que cierre la boca para poder encargarme del procedimiento sin tener ningun problema en el departamento"
"gordon_bbb94cc_agt","opportunity","1","1","0","0","\b(comision(es)? por( el| los| sus)? (servicios?|contratos?|favor(es)?))\b","Microsoft Excel - Estados financieros.xlsx","comision por el servicio","luego le pedimos una comision por el servicio prestado"
"gordon_bbb94cc_agt","opportunity","1","1","0","0","\b((tragaron|trago)( todo)? el cuento)\b","Microsoft PowerPoint - Presentación junta directiva.pptx","tragaron todo el cuento","despues de que me preguntaron les explique y se tragaron todo el cuento"
"gordon_bbb94cc_agt","opportunity","1","1","0","0","\b((mover|poner) el billete)\b","Microsoft Word - Carta aumento de salario.docx","mover el billete","cuando tengamos la oportunidad de mover el billete lo hacemos a una cuenta que abri en el exterior"
"gordon_bbb94cc_agt","opportunity","1","1","0","0","\b((trabaj(o|ito|ote)s?) especial(es)?)\b","Microsoft Project - Cronograma proyecto SAP.mpp","trabajo especial","le tengo un trabajo especial es una oportunidad unica y muy importante para usted"
"gordon_bbb94cc_agt","opportunity","1","1","0","0","\b(queda entre (nosotr[oa]s|vos yo|tu yo))\b","Skype Business - Conversacion con Noel Medina","eso queda entre nosotros","hagale tranquilo que yo le prometo que eso queda entre nosotros y nadie mas"
"gordon_bbb94cc_agt","opportunity","1","1","0","0","\b(cualquiera se( puede)? equivocar?)\b","WhatsApp Web - Chat con Luisa Miranda","cualquiera se puede equivocar","si preguntan sobre el descuadre te haces la loca y dices que cualquiera se puede equivocar"
"gordon_bbb94cc_agt","opportunity","1","1","0","0","\b((creyeron|creyo|trag(o|aron))( toda)? las? historias?)\b","Gmail Inbox - Bandeja de correo no deseado","se creyeron toda la historia","me preguntaron de eso y yo creo que se creyeron toda la historia"
"gordon_bbb94cc_agt","opportunity","1","1","0","0","\b((evita(r|ndo)|evadi(r|endo)|salta(r|ndo)|brinca(r|ndo))( los| el)? control(es)?)\b","Google Search - Como desprestigiar a mi jefe","evadir los controles","es muy simple evadir los controles que colocaron"
"gordon_bbb94cc_agt","opportunity","1","1","0","0","\b(maquill(e|ar|as) (el|l[oa]s?|un(os)?) (informes?|documentos?|papel(es)?))\b","Google Search - Como hackear un correo electronico","maquillar el informe","entrar al correo y maquillar el informe"
"gordon_bbb94cc_agt","opportunity","1","1","0","0","\b((contribuir|apoyar|ayudar)( con)? la causa)\b","Skype Business - Conversacion con Maria Cifuentes","contribuir con la causa","yo me apunto a contribuir con la causa porque pienso que no le afecta a nadie"
"gordon_bbb94cc_agt","opportunity","1","1","0","0","\b((trabaj(o|ito|ote)s?) especial(es)?)\b","Microsoft Word - Modulares defectuosos.docx","trabajito especial","veamonos a la salida por la tarde que le tengo una propuesta de un trabajito especial"
"gordon_bbb94cc_agt","opportunity","1","1","0","0","\b(que( se)? parezcan?( un)? error(es)?)\b","Skype Business - Conversacion con Noel Medina","que parezcan errores","lo haces de tal forma que parezcan errores de digitacion simples y te haces el loco"
"gustav_cht14f2_agt","pressure","1","0","1","0","\b(l[oa]s? necesito como sea)\b","Google Search - Como ganar mas dinero facil y rapido","lo necesito como sea","estoy investigando maneras de ganar dinero rapido y ese truco lo necesito como sea"
"gustav_cht14f2_agt","pressure","1","0","1","0","\b(vigilan (el|los) tiempos?)\b","Skype Business - Chat con Julio Andres Monsalve","vigilan el tiempo","hay que tener mucho cuidado porque supe que aqui vigilan el tiempo y lo pueden descubrir haciendo cosas"
"gustav_cht14f2_agt","pressure","1","0","1","0","\b(conflictos? de interes(es)?)\b","WhatsApp Web - Chat con Felipe Andres Zuniga","conflicto de intereses","se puede hacer lo que me estas diciendo pero eso me generaria un conflicto de intereses aqui"
"gustav_cht14f2_agt","pressure","1","0","1","0","\b((anadir(le)?|poner(le)?|agregar(le)?)( mas)? lena al fuego)\b","Microsoft Outlook - Bandeja de entrada","meterle mas lena al fuego","eso seria como meterle mas lena al fuego deje eso quieto no diga nada"
"gustav_cht14f2_agt","opportunity","1","1","0","0","\b(mantener(lo)? en secreto)\b","Microsoft PowerPoint - Presentacion estado del proyecto SAP.pptx","mantenerlo en secreto", "despues de hacerlo hay que mentenerlo en secreto para evitar problemas a futuro"
